CUSTNO,ASSO,COMPETITOR,PURDATE,GENDER,AGE,AREA,FREQ,MNAME,JOINMONTH
11106,,,,M,45세~49세,100,,,
11107,,,,F,40세~44세,570,,,
11108,,,,F,25세~29세,027,,,
11109,,,,F,45세~49세,610,,,
11110,,,,F,35세~39세,460,,,
11111,,,,F,35세~39세,100,,,
11112,,,,F,60세이상,016,,,
11113,,,,F,40세~44세,049,,,
11114,,,,F,50세~54세,610,,,
11115,,,,F,40세~44세,570,,,
11116,,,,F,40세~44세,047,,,
11117,,,,F,55세~59세,100,,,
11118,,,,F,45세~49세,460,,,
11119,,,,F,55세~59세,100,,,
11120,,,,M,45세~49세,210,,,
11121,,,,F,40세~44세,210,,,
11122,,,,F,45세~49세,500,,,
11123,,,,F,30세~34세,500,,,
11124,,,,M,25세~29세,210,,,
11125,,,,F,45세~49세,100,,,
11126,,,,M,45세~49세,100,,,
11127,,,,F,45세~49세,460,,,
11128,,,,F,45세~49세,100,,,
11129,,,,M,35세~39세,460,,,
11130,,,,F,40세~44세,016,,,
11131,,,,F,40세~44세,016,,,
11132,,,,F,60세이상,049,,,
11133,,,,F,45세~49세,210,,,
11134,,,,F,30세~34세,500,,,
11135,,,,F,55세~59세,060,,,
11136,,,,F,35세~39세,500,,,
11137,,,,F,35세~39세,610,,,
11138,,,,F,45세~49세,016,,,
11139,,,,F,45세~49세,100,,,
11140,,,,F,55세~59세,100,,,
11141,,,,F,50세~54세,100,,,
11142,,,,F,55세~59세,055,,,
11143,,,,F,45세~49세,100,,,
11144,,,,F,50세~54세,016,,,
11145,,,,F,30세~34세,460,,,
11146,,,,F,25세~29세,100,,,
11147,,,,F,50세~54세,610,,,
11148,,,,F,40세~44세,100,,,
11149,,,,M,25세~29세,027,,,
11150,,,,F,50세~54세,100,,,
11151,,,,F,40세~44세,310,,,
11152,,,,F,60세이상,100,,,
11153,,,,M,40세~44세,460,,,
11154,,,,F,35세~39세,500,,,
11155,,,,F,50세~54세,100,,,
11156,,,,F,35세~39세,047,,,
11157,,,,F,30세~34세,100,,,
11158,,,,F,35세~39세,013,,,
11159,,,,F,45세~49세,100,,,
11160,,,,F,40세~44세,210,,,
11161,,,,F,35세~39세,410,,,
11162,,,,F,45세~49세,270,,,
11163,,,,F,50세~54세,069,,,
11164,,,,F,40세~44세,055,,,
11165,,,,F,30세~34세,082,,,
11166,,,,F,45세~49세,610,,,
11167,,,,F,45세~49세,055,,,
11168,,,,F,35세~39세,210,,,
11169,,,,F,40세~44세,100,,,
11170,,,,F,35세~39세,100,,,
11171,,,,F,55세~59세,100,,,
11172,,,,F,40세~44세,085,,,
11173,,,,F,30세~34세,460,,,
11174,,,,F,25세~29세,027,,,
11175,,,,M,35세~39세,210,,,
11176,,,,F,30세~34세,540,,,
11177,,,,F,30세~34세,500,,,
11178,,,,F,55세~59세,055,,,
11179,,,,F,50세~54세,270,,,
11180,,,,F,40세~44세,610,,,
11181,,,,F,35세~39세,024,,,
11182,,,,M,50세~54세,100,,,
11183,,,,F,35세~39세,100,,,
11184,,,,M,50세~54세,340,,,
11185,,,,M,45세~49세,100,,,
11186,,,,F,45세~49세,100,,,
11187,,,,F,50세~54세,340,,,
11188,,,,F,45세~49세,100,,,
11189,,,,F,35세~39세,069,,,
11190,,,,M,50세~54세,410,,,
11191,,,,F,45세~49세,270,,,
11192,,,,M,60세이상,055,,,
11193,,,,F,25세~29세,100,,,
11194,,,,F,45세~49세,360,,,
11195,,,,F,35세~39세,500,,,
11196,,,,F,35세~39세,100,,,
11197,,,,F,55세~59세,500,,,
11198,,,,F,40세~44세,024,,,
11199,,,,F,35세~39세,500,,,
11200,,,,F,25세~29세,087,,,
11201,,,,F,25세~29세,013,,,
11202,,,,F,40세~44세,100,,,
11203,,,,F,40세~44세,100,,,
11204,,,,F,35세~39세,100,,,
11205,,,,F,55세~59세,049,,,
11206,,,,F,35세~39세,100,,,
11207,,,,F,40세~44세,055,,,
11208,,,,F,40세~44세,100,,,
11209,,,,F,50세~54세,610,,,
11210,,,,F,45세~49세,055,,,
11211,,,,F,55세~59세,100,,,
11212,,,,M,55세~59세,100,,,
11213,,,,F,35세~39세,570,,,
11214,,,,F,55세~59세,500,,,
11215,,,,F,50세~54세,500,,,
11216,,,,F,30세~34세,500,,,
11217,,,,F,50세~54세,240,,,
11218,,,,F,50세~54세,460,,,
11219,,,,F,45세~49세,570,,,
11220,,,,F,55세~59세,052,,,
11221,,,,F,35세~39세,100,,,
11222,,,,F,40세~44세,100,,,
11223,,,,F,45세~49세,020,,,
11224,,,,F,45세~49세,100,,,
11225,,,,M,30세~34세,440,,,
11226,,,,F,45세~49세,460,,,
11227,,,,M,40세~44세,570,,,
11228,,,,F,55세~59세,055,,,
11229,,,,F,60세이상,055,,,
11230,,,,F,30세~34세,300,,,
11231,,,,F,35세~39세,100,,,
11232,,,,F,50세~54세,270,,,
11233,,,,F,35세~39세,570,,,
11234,,,,F,45세~49세,016,,,
11235,,,,F,50세~54세,100,,,
11236,,,,F,55세~59세,610,,,
11237,,,,F,45세~49세,016,,,
11238,,,,F,30세~34세,100,,,
11239,,,,F,35세~39세,100,,,
11240,,,,F,40세~44세,100,,,
11241,,,,F,25세~29세,210,,,
11242,,,,F,40세~44세,270,,,
11243,,,,F,50세~54세,360,,,
11244,,,,M,40세~44세,100,,,
11245,,,,F,35세~39세,100,,,
11246,,,,M,45세~49세,460,,,
11247,,,,F,45세~49세,016,,,
11248,,,,F,35세~39세,055,,,
11249,,,,F,45세~49세,030,,,
11250,,,,F,45세~49세,360,,,
11251,,,,F,30세~34세,500,,,
11252,,,,F,40세~44세,540,,,
11253,,,,F,30세~34세,570,,,
14255,,,,M,40세~44세,100,,,
14256,,,,F,45세~49세,060,,,
14257,,,,F,50세~54세,100,,,
14258,,,,F,25세~29세,069,,,
14259,,,,F,45세~49세,410,,,
14260,,,,F,40세~44세,024,,,
14261,,,,F,40세~44세,210,,,
14262,,,,M,35세~39세,055,,,
14263,,,,M,50세~54세,610,,,
14264,,,,F,45세~49세,100,,,
14265,,,,F,45세~49세,100,,,
14266,,,,F,40세~44세,460,,,
14267,,,,M,55세~59세,610,,,
14268,,,,M,35세~39세,460,,,
14269,,,,F,45세~49세,610,,,
14270,,,,F,20세~24세,500,,,
14271,,,,F,50세~54세,100,,,
14272,,,,F,40세~44세,024,,,
14273,,,,F,45세~49세,460,,,
14274,,,,M,55세~59세,210,,,
14275,,,,F,35세~39세,085,,,
14276,,,,F,45세~49세,610,,,
14277,,,,F,25세~29세,100,,,
14278,,,,F,45세~49세,540,,,
14279,,,,F,35세~39세,100,,,
14280,,,,M,50세~54세,570,,,
14281,,,,M,30세~34세,570,,,
14282,,,,F,20세~24세,100,,,
14283,,,,F,55세~59세,013,,,
14284,,,,F,40세~44세,055,,,
14285,,,,F,45세~49세,100,,,
14286,,,,F,50세~54세,100,,,
14287,,,,F,30세~34세,047,,,
14288,,,,F,40세~44세,440,,,
14289,,,,F,35세~39세,100,,,
14290,,,,F,25세~29세,100,,,
14291,,,,F,30세~34세,075,,,
14292,,,,F,30세~34세,460,,,
14293,,,,M,35세~39세,100,,,
14294,,,,M,45세~49세,500,,,
14295,,,,M,35세~39세,340,,,
14296,,,,F,40세~44세,055,,,
14297,,,,M,30세~34세,460,,,
14298,,,,F,50세~54세,060,,,
14299,,,,F,45세~49세,033,,,
14300,,,,M,50세~54세,055,,,
14301,,,,F,35세~39세,100,,,
14302,,,,F,25세~29세,460,,,
14303,,,,F,45세~49세,270,,,
14304,,,,F,35세~39세,610,,,
14305,,,,F,50세~54세,100,,,
14306,,,,F,45세~49세,016,,,
14307,,,,F,45세~49세,210,,,
14308,,,,F,30세~34세,060,,,
14309,,,,M,45세~49세,065,,,
14310,,,,F,55세~59세,100,,,
14311,,,,F,30세~34세,060,,,
14312,,,,F,25세~29세,047,,,
14313,,,,F,50세~54세,075,,,
14314,,,,F,50세~54세,210,,,
14315,,,,F,40세~44세,039,,,
14316,,,,F,25세~29세,100,,,
14317,,,,F,20세~24세,100,,,
14318,,,,F,35세~39세,100,,,
14319,,,,F,45세~49세,100,,,
14320,,,,F,30세~34세,100,,,
14321,,,,F,55세~59세,610,,,
14322,,,,F,35세~39세,310,,,
14323,,,,M,35세~39세,100,,,
14324,,,,F,30세~34세,100,,,
14325,,,,F,50세~54세,460,,,
14326,,,,F,50세~54세,100,,,
14327,,,,F,55세~59세,460,,,
14328,,,,M,40세~44세,100,,,
14329,,,,F,30세~34세,100,,,
14330,,,,F,30세~34세,100,,,
14331,,,,F,45세~49세,055,,,
14332,,,,F,25세~29세,100,,,
14333,,,,F,40세~44세,100,,,
14334,,,,F,25세~29세,100,,,
14335,,,,F,35세~39세,340,,,
14336,,,,F,50세~54세,013,,,
14337,,,,F,30세~34세,460,,,
14338,,,,F,60세이상,100,,,
14339,,,,F,40세~44세,500,,,
14340,,,,F,45세~49세,270,,,
14341,,,,M,25세~29세,100,,,
14342,,,,M,30세~34세,100,,,
14343,,,,M,35세~39세,610,,,
14344,,,,F,45세~49세,500,,,
14345,,,,F,35세~39세,340,,,
14346,,,,F,40세~44세,500,,,
14347,,,,F,40세~44세,410,,,
14348,,,,F,50세~54세,410,,,
14349,,,,F,45세~49세,240,,,
14350,,,,F,30세~34세,100,,,
14351,,,,M,45세~49세,500,,,
14352,,,,F,35세~39세,100,,,
14353,,,,M,55세~59세,100,,,
14354,,,,M,30세~34세,033,,,
14355,,,,F,40세~44세,043,,,
14356,,,,F,45세~49세,410,,,
14357,,,,F,50세~54세,100,,,
14358,,,,F,25세~29세,100,,,
14359,,,,F,25세~29세,310,,,
14360,,,,F,55세~59세,100,,,
14361,,,,M,60세이상,082,,,
14362,,,,F,45세~49세,055,,,
14363,,,,F,60세이상,100,,,
14364,,,,F,40세~44세,610,,,
14365,,,,F,50세~54세,610,,,
14366,,,,F,30세~34세,100,,,
14367,,,,F,30세~34세,210,,,
14368,,,,F,25세~29세,270,,,
14369,,,,F,25세~29세,013,,,
14370,,,,F,25세~29세,340,,,
14371,,,,F,30세~34세,055,,,
14372,,,,F,25세~29세,610,,,
14373,,,,F,40세~44세,100,,,
14374,,,,F,35세~39세,100,,,
14375,,,,F,40세~44세,100,,,
14376,,,,M,50세~54세,410,,,
14377,,,,F,50세~54세,020,,,
14378,,,,F,55세~59세,500,,,
14379,,,,M,30세~34세,460,,,
14380,,,,F,40세~44세,047,,,
14381,,,,F,40세~44세,100,,,
14382,,,,F,35세~39세,100,,,
14383,,,,M,30세~34세,360,,,
14384,,,,M,40세~44세,100,,,
14385,,,,F,40세~44세,270,,,
14386,,,,F,50세~54세,500,,,
14387,,,,F,45세~49세,100,,,
14388,,,,F,20세~24세,210,,,
14389,,,,F,45세~49세,055,,,
14390,,,,F,50세~54세,100,,,
14391,,,,F,30세~34세,610,,,
14392,,,,F,25세~29세,100,,,
14393,,,,F,40세~44세,100,,,
14394,,,,M,40세~44세,010,,,
14395,,,,F,45세~49세,310,,,
14396,,,,M,30세~34세,060,,,
14397,,,,F,45세~49세,055,,,
14398,,,,M,30세~34세,410,,,
14399,,,,F,45세~49세,100,,,
14400,,,,F,50세~54세,410,,,
14401,,,,F,35세~39세,100,,,
14402,,,,F,40세~44세,610,,,
14403,,,,F,55세~59세,055,,,
14404,,,,M,55세~59세,047,,,
14405,,,,M,40세~44세,100,,,
14406,,,,F,40세~44세,100,,,
14407,,,,M,35세~39세,100,,,
14408,,,,F,35세~39세,500,,,
14409,,,,F,60세이상,210,,,
14410,,,,F,45세~49세,460,,,
14411,,,,M,35세~39세,360,,,
14412,,,,F,60세이상,027,,,
14413,,,,F,45세~49세,100,,,
14414,,,,M,40세~44세,610,,,
14415,,,,M,25세~29세,,,,
14416,,,,F,45세~49세,210,,,
14417,,,,F,40세~44세,010,,,
14418,,,,F,30세~34세,055,,,
14419,,,,F,40세~44세,055,,,
14420,,,,F,30세~34세,460,,,
14421,,,,F,50세~54세,075,,,
14422,,,,F,20세~24세,,,,
14423,,,,F,45세~49세,500,,,
14424,,,,M,40세~44세,540,,,
14425,,,,F,35세~39세,100,,,
14426,,,,F,30세~34세,055,,,
14427,,,,F,35세~39세,100,,,
14428,,,,F,40세~44세,570,,,
14429,,,,F,40세~44세,460,,,
14430,,,,F,40세~44세,100,,,
14431,,,,F,35세~39세,100,,,
14432,,,,M,30세~34세,610,,,
14433,,,,F,30세~34세,610,,,
14434,,,,F,30세~34세,100,,,
14435,,,,F,40세~44세,340,,,
14436,,,,F,30세~34세,016,,,
14437,,,,F,45세~49세,240,,,
14438,,,,M,50세~54세,410,,,
14439,,,,F,30세~34세,020,,,
14440,,,,F,40세~44세,100,,,
14441,,,,F,40세~44세,010,,,
14442,,,,M,30세~34세,100,,,
14443,,,,F,25세~29세,060,,,
14444,,,,F,50세~54세,055,,,
14445,,,,M,30세~34세,610,,,
14446,,,,F,45세~49세,047,,,
14447,,,,F,55세~59세,100,,,
14448,,,,F,40세~44세,500,,,
14449,,,,F,50세~54세,013,,,
14450,,,,F,50세~54세,610,,,
14451,,,,F,60세이상,055,,,
14452,,,,F,30세~34세,100,,,
14453,,,,F,25세~29세,240,,,
14454,,,,F,50세~54세,055,,,
14455,,,,F,20세~24세,100,,,
14456,,,,F,45세~49세,100,,,
14457,,,,F,40세~44세,100,,,
14458,,,,F,50세~54세,100,,,
14459,,,,F,50세~54세,460,,,
14460,,,,F,30세~34세,100,,,
14461,,,,F,35세~39세,075,,,
14462,,,,F,40세~44세,100,,,
14463,,,,F,35세~39세,055,,,
14464,,,,F,40세~44세,060,,,
14465,,,,F,55세~59세,072,,,
14466,,,,F,35세~39세,,,,
14467,,,,F,50세~54세,630,,,
14468,,,,F,50세~54세,060,,,
14469,,,,F,50세~54세,100,,,
14470,,,,F,55세~59세,055,,,
14471,,,,F,45세~49세,460,,,
14472,,,,F,45세~49세,100,,,
14473,,,,F,45세~49세,210,,,
14474,,,,F,40세~44세,100,,,
14475,,,,F,35세~39세,036,,,
14476,,,,F,60세이상,055,,,
14477,,,,M,40세~44세,540,,,
14478,,,,F,40세~44세,410,,,
14479,,,,F,45세~49세,100,,,
14480,,,,F,25세~29세,047,,,
14481,,,,F,55세~59세,100,,,
14482,,,,F,35세~39세,055,,,
14483,,,,F,25세~29세,100,,,
14484,,,,F,35세~39세,410,,,
14485,,,,F,40세~44세,055,,,
14486,,,,F,45세~49세,055,,,
14487,,,,F,40세~44세,027,,,
14488,,,,M,35세~39세,210,,,
14489,,,,F,50세~54세,036,,,
14490,,,,M,35세~39세,020,,,
14491,,,,M,25세~29세,340,,,
14492,,,,F,30세~34세,240,,,
14493,,,,F,40세~44세,500,,,
14494,,,,F,45세~49세,100,,,
14495,,,,F,60세이상,055,,,
14496,,,,F,30세~34세,100,,,
14497,,,,F,25세~29세,100,,,
14498,,,,F,60세이상,013,,,
14499,,,,F,45세~49세,100,,,
14500,,,,M,60세이상,100,,,
14501,,,,F,30세~34세,240,,,
14502,,,,M,60세이상,016,,,
14503,,,,F,30세~34세,100,,,
14504,,,,M,50세~54세,610,,,
12505,,,,F,35세~39세,210,,,
12506,,,,F,30세~34세,100,,,
12507,,,,F,50세~54세,100,,,
12508,,,,F,30세~34세,100,,,
12509,,,,F,40세~44세,016,,,
12510,,,,M,30세~34세,460,,,
12511,,,,M,30세~34세,100,,,
12512,,,,F,30세~34세,049,,,
12513,,,,M,45세~49세,075,,,
12514,,,,F,45세~49세,100,,,
12515,,,,M,35세~39세,013,,,
12516,,,,M,35세~39세,020,,,
12517,,,,F,35세~39세,043,,,
12518,,,,F,50세~54세,460,,,
12519,,,,F,25세~29세,060,,,
12520,,,,F,35세~39세,460,,,
12521,,,,F,45세~49세,100,,,
12522,,,,F,30세~34세,100,,,
12523,,,,F,35세~39세,100,,,
12524,,,,F,35세~39세,100,,,
12525,,,,F,30세~34세,100,,,
12526,,,,F,45세~49세,100,,,
12527,,,,F,25세~29세,500,,,
12528,,,,F,45세~49세,340,,,
12529,,,,F,45세~49세,240,,,
12530,,,,F,60세이상,079,,,
12531,,,,F,50세~54세,610,,,
12532,,,,F,30세~34세,630,,,
12533,,,,M,40세~44세,100,,,
12534,,,,M,35세~39세,100,,,
12535,,,,F,40세~44세,100,,,
12536,,,,F,35세~39세,270,,,
12537,,,,F,30세~34세,460,,,
12538,,,,F,45세~49세,310,,,
12539,,,,F,30세~34세,270,,,
12540,,,,F,50세~54세,100,,,
12541,,,,F,40세~44세,100,,,
12542,,,,F,30세~34세,100,,,
12543,,,,F,50세~54세,310,,,
12544,,,,F,50세~54세,100,,,
12545,,,,F,60세이상,460,,,
12546,,,,M,30세~34세,100,,,
12547,,,,F,30세~34세,010,,,
12548,,,,F,55세~59세,100,,,
12549,,,,F,40세~44세,100,,,
12550,,,,F,30세~34세,039,,,
12551,,,,F,50세~54세,013,,,
12552,,,,M,30세~34세,100,,,
12553,,,,F,45세~49세,360,,,
12554,,,,F,45세~49세,460,,,
12555,,,,F,45세~49세,460,,,
12556,,,,F,55세~59세,500,,,
12557,,,,F,45세~49세,100,,,
12558,,,,M,40세~44세,570,,,
12559,,,,F,35세~39세,100,,,
12560,,,,F,45세~49세,570,,,
12561,,,,F,50세~54세,360,,,
12562,,,,F,25세~29세,100,,,
12563,,,,F,50세~54세,460,,,
12564,,,,F,30세~34세,060,,,
12565,,,,F,50세~54세,210,,,
12566,,,,M,25세~29세,016,,,
12567,,,,F,35세~39세,460,,,
12568,,,,M,45세~49세,270,,,
12569,,,,F,55세~59세,570,,,
12570,,,,M,40세~44세,270,,,
12571,,,,F,25세~29세,069,,,
12572,,,,F,35세~39세,540,,,
12573,,,,F,55세~59세,016,,,
12574,,,,F,35세~39세,300,,,
12575,,,,M,35세~39세,072,,,
12576,,,,F,55세~59세,100,,,
12577,,,,F,35세~39세,100,,,
12578,,,,F,55세~59세,100,,,
12579,,,,F,45세~49세,047,,,
12580,,,,F,35세~39세,100,,,
12581,,,,F,45세~49세,340,,,
12582,,,,F,50세~54세,610,,,
12583,,,,F,50세~54세,460,,,
12584,,,,F,50세~54세,100,,,
12585,,,,F,30세~34세,310,,,
12586,,,,F,45세~49세,100,,,
12587,,,,F,50세~54세,460,,,
12588,,,,F,60세이상,047,,,
12589,,,,F,60세이상,087,,,
12590,,,,F,40세~44세,460,,,
12591,,,,F,40세~44세,024,,,
12592,,,,F,50세~54세,047,,,
12593,,,,M,35세~39세,570,,,
12594,,,,F,30세~34세,460,,,
12595,,,,M,25세~29세,240,,,
12596,,,,F,25세~29세,210,,,
12597,,,,F,40세~44세,460,,,
12598,,,,F,25세~29세,460,,,
12599,,,,F,50세~54세,500,,,
12600,,,,F,25세~29세,500,,,
12601,,,,F,40세~44세,069,,,
12602,,,,F,30세~34세,100,,,
12603,,,,F,30세~34세,060,,,
12604,,,,F,50세~54세,100,,,
12605,,,,F,45세~49세,100,,,
12606,,,,F,45세~49세,100,,,
12607,,,,M,35세~39세,570,,,
12608,,,,F,40세~44세,016,,,
12609,,,,F,25세~29세,016,,,
12610,,,,F,25세~29세,610,,,
12611,,,,F,25세~29세,410,,,
12612,,,,M,35세~39세,570,,,
12613,,,,F,25세~29세,016,,,
12614,,,,M,35세~39세,100,,,
12615,,,,F,30세~34세,055,,,
12616,,,,F,35세~39세,100,,,
12617,,,,F,40세~44세,270,,,
12618,,,,M,35세~39세,460,,,
12619,,,,M,30세~34세,100,,,
12620,,,,F,30세~34세,100,,,
12621,,,,F,30세~34세,460,,,
12622,,,,F,35세~39세,100,,,
12623,,,,F,45세~49세,100,,,
12624,,,,F,35세~39세,100,,,
12625,,,,M,40세~44세,060,,,
12626,,,,F,50세~54세,100,,,
12627,,,,M,35세~39세,100,,,
12628,,,,F,50세~54세,055,,,
12629,,,,M,35세~39세,610,,,
12630,,,,M,30세~34세,055,,,
12631,,,,F,50세~54세,210,,,
12632,,,,F,40세~44세,100,,,
12633,,,,F,25세~29세,100,,,
12634,,,,M,30세~34세,100,,,
12635,,,,F,35세~39세,100,,,
12636,,,,F,40세~44세,100,,,
12637,,,,F,45세~49세,540,,,
12638,,,,F,35세~39세,460,,,
12639,,,,F,35세~39세,100,,,
12640,,,,M,35세~39세,460,,,
12641,,,,M,35세~39세,270,,,
12642,,,,F,40세~44세,055,,,
12643,,,,F,40세~44세,100,,,
12644,,,,F,35세~39세,055,,,
12645,,,,F,60세이상,460,,,
12646,,,,F,25세~29세,270,,,
12647,,,,F,55세~59세,055,,,
12648,,,,F,60세이상,020,,,
12649,,,,F,30세~34세,024,,,
12650,,,,F,50세~54세,055,,,
12651,,,,F,30세~34세,440,,,
12652,,,,F,30세~34세,500,,,
12653,,,,F,55세~59세,100,,,
12654,,,,F,45세~49세,570,,,
12655,,,,F,35세~39세,210,,,
12656,,,,F,35세~39세,045,,,
12657,,,,F,35세~39세,500,,,
12658,,,,F,55세~59세,540,,,
12659,,,,F,40세~44세,270,,,
12660,,,,F,25세~29세,,,,
12661,,,,F,30세~34세,460,,,
12662,,,,F,25세~29세,410,,,
12663,,,,F,40세~44세,340,,,
12664,,,,F,55세~59세,055,,,
12665,,,,F,35세~39세,440,,,
12666,,,,F,45세~49세,100,,,
12667,,,,F,60세이상,100,,,
12668,,,,F,50세~54세,010,,,
12669,,,,M,25세~29세,100,,,
12670,,,,F,40세~44세,100,,,
12671,,,,F,55세~59세,016,,,
12672,,,,F,25세~29세,340,,,
12673,,,,F,45세~49세,340,,,
12674,,,,F,45세~49세,240,,,
12675,,,,F,45세~49세,,,,
12676,,,,M,45세~49세,055,,,
12677,,,,M,30세~34세,100,,,
12678,,,,F,30세~34세,100,,,
12679,,,,M,55세~59세,060,,,
12680,,,,F,50세~54세,100,,,
12681,,,,F,55세~59세,310,,,
12682,,,,F,40세~44세,036,,,
12683,,,,F,40세~44세,270,,,
12684,,,,F,50세~54세,033,,,
12685,,,,M,35세~39세,460,,,
12686,,,,F,40세~44세,100,,,
12687,,,,F,35세~39세,075,,,
12688,,,,M,50세~54세,100,,,
12689,,,,F,50세~54세,460,,,
12690,,,,F,30세~34세,100,,,
12691,,,,F,55세~59세,100,,,
12692,,,,F,30세~34세,570,,,
12693,,,,F,40세~44세,460,,,
12694,,,,F,55세~59세,100,,,
12695,,,,F,30세~34세,100,,,
12696,,,,F,55세~59세,100,,,
12697,,,,F,35세~39세,100,,,
12698,,,,F,35세~39세,210,,,
12699,,,,F,35세~39세,360,,,
12700,,,,F,45세~49세,100,,,
12701,,,,F,35세~39세,010,,,
12702,,,,F,40세~44세,100,,,
12703,,,,F,30세~34세,069,,,
12704,,,,F,45세~49세,100,,,
12705,,,,F,60세이상,060,,,
12706,,,,F,45세~49세,100,,,
12707,,,,F,40세~44세,610,,,
12708,,,,F,40세~44세,460,,,
12709,,,,F,25세~29세,047,,,
12710,,,,F,45세~49세,360,,,
12711,,,,M,50세~54세,610,,,
12712,,,,F,45세~49세,100,,,
12713,,,,F,25세~29세,460,,,
12714,,,,F,25세~29세,460,,,
12715,,,,F,40세~44세,100,,,
12716,,,,F,30세~34세,340,,,
12717,,,,F,30세~34세,210,,,
12718,,,,F,30세~34세,460,,,
12719,,,,F,30세~34세,100,,,
12720,,,,F,45세~49세,100,,,
12721,,,,M,45세~49세,100,,,
12722,,,,F,25세~29세,075,,,
12723,,,,F,30세~34세,100,,,
12724,,,,F,40세~44세,100,,,
12725,,,,F,25세~29세,016,,,
12726,,,,F,45세~49세,540,,,
12727,,,,F,45세~49세,065,,,
12728,,,,F,45세~49세,610,,,
12729,,,,F,35세~39세,016,,,
12730,,,,F,40세~44세,055,,,
12731,,,,F,30세~34세,039,,,
12732,,,,F,45세~49세,100,,,
12733,,,,F,45세~49세,410,,,
12734,,,,F,45세~49세,055,,,
12735,,,,F,50세~54세,100,,,
12736,,,,F,35세~39세,100,,,
12737,,,,F,25세~29세,100,,,
12738,,,,F,30세~34세,016,,,
12739,,,,F,60세이상,100,,,
12740,,,,M,50세~54세,460,,,
12741,,,,M,50세~54세,100,,,
12742,,,,M,30세~34세,210,,,
12743,,,,F,40세~44세,016,,,
12744,,,,F,55세~59세,460,,,
12745,,,,M,30세~34세,460,,,
12746,,,,M,50세~54세,047,,,
12747,,,,F,35세~39세,079,,,
12748,,,,F,35세~39세,500,,,
12749,,,,F,40세~44세,610,,,
12750,,,,F,60세이상,100,,,
12751,,,,F,40세~44세,100,,,
12752,,,,M,30세~34세,610,,,
12753,,,,F,30세~34세,016,,,
12754,,,,F,45세~49세,016,,,
12755,,,,F,30세~34세,016,,,
12756,,,,M,25세~29세,016,,,
12757,,,,F,45세~49세,024,,,
12758,,,,F,25세~29세,045,,,
12759,,,,F,55세~59세,033,,,
12760,,,,M,60세이상,027,,,
12761,,,,F,60세이상,440,,,
12762,,,,F,30세~34세,069,,,
12763,,,,F,45세~49세,100,,,
12764,,,,M,45세~49세,210,,,
12765,,,,F,25세~29세,049,,,
12766,,,,F,25세~29세,100,,,
12767,,,,F,50세~54세,610,,,
12768,,,,F,30세~34세,047,,,
12769,,,,F,40세~44세,100,,,
12770,,,,F,45세~49세,049,,,
12771,,,,F,35세~39세,100,,,
12772,,,,F,45세~49세,610,,,
12773,,,,F,40세~44세,460,,,
12774,,,,M,25세~29세,500,,,
12775,,,,M,25세~29세,100,,,
12776,,,,F,45세~49세,,,,
12777,,,,F,40세~44세,100,,,
12778,,,,F,45세~49세,100,,,
12779,,,,F,30세~34세,,,,
12780,,,,F,55세~59세,540,,,
12781,,,,F,45세~49세,100,,,
12782,,,,F,30세~34세,500,,,
12783,,,,F,50세~54세,055,,,
12784,,,,F,50세~54세,075,,,
12785,,,,F,50세~54세,055,,,
12786,,,,F,30세~34세,460,,,
12787,,,,F,50세~54세,210,,,
12788,,,,F,30세~34세,570,,,
12789,,,,M,25세~29세,100,,,
12790,,,,F,35세~39세,460,,,
12791,,,,F,55세~59세,013,,,
12792,,,,F,50세~54세,100,,,
12793,,,,F,45세~49세,540,,,
12794,,,,F,30세~34세,460,,,
12795,,,,F,40세~44세,540,,,
12796,,,,F,40세~44세,100,,,
12797,,,,F,60세이상,100,,,
12798,,,,M,30세~34세,043,,,
12799,,,,F,40세~44세,460,,,
12800,,,,F,40세~44세,100,,,
12801,,,,F,30세~34세,540,,,
12802,,,,M,30세~34세,460,,,
12803,,,,F,45세~49세,016,,,
12804,,,,F,50세~54세,460,,,
12805,,,,F,35세~39세,100,,,
12806,,,,F,55세~59세,100,,,
12807,,,,F,40세~44세,100,,,
12808,,,,F,45세~49세,100,,,
12809,,,,F,50세~54세,210,,,
12810,,,,F,45세~49세,065,,,
12811,,,,F,45세~49세,100,,,
12812,,,,F,60세이상,500,,,
12813,,,,F,50세~54세,100,,,
12814,,,,F,45세~49세,100,,,
12815,,,,M,35세~39세,055,,,
12816,,,,F,40세~44세,043,,,
12817,,,,F,50세~54세,100,,,
12818,,,,F,40세~44세,610,,,
12819,,,,F,20세~24세,016,,,
12820,,,,F,45세~49세,410,,,
12821,,,,F,50세~54세,240,,,
12822,,,,M,35세~39세,100,,,
12823,,,,F,50세~54세,100,,,
12824,,,,F,50세~54세,100,,,
12825,,,,F,45세~49세,024,,,
12826,,,,F,35세~39세,500,,,
12827,,,,F,35세~39세,460,,,
12828,,,,F,25세~29세,540,,,
12829,,,,M,45세~49세,210,,,
12830,,,,M,35세~39세,570,,,
12831,,,,F,50세~54세,016,,,
12832,,,,F,45세~49세,055,,,
12833,,,,F,20세~24세,310,,,
12834,,,,F,55세~59세,100,,,
12835,,,,F,40세~44세,540,,,
12836,,,,F,30세~34세,460,,,
12837,,,,F,45세~49세,540,,,
12838,,,,F,30세~34세,010,,,
12839,,,,F,30세~34세,460,,,
12840,,,,F,50세~54세,100,,,
12841,,,,F,50세~54세,100,,,
